,Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
3713,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1
2060,1,1,0,1,0,0,1,0,1,1,0,3,2,3,1,1
2219,1,0,0,1,1,1,0,1,0,0,2,3,0,2,1,0
1673,1,0,0,1,1,0,0,1,0,1,1,2,2,3,1,1
260,1,0,0,1,1,1,0,1,0,1,2,3,2,2,1,0
4525,0,0,0,0,1,1,0,1,0,1,2,1,2,2,0,1
2039,0,0,0,1,0,0,0,1,0,1,0,1,2,2,0,1
901,0,0,0,1,1,0,1,0,0,1,2,3,2,0,1,0
3744,0,1,0,1,1,0,0,1,0,0,2,1,2,2,2,0
2026,1,0,0,1,0,0,1,0,0,1,2,1,2,3,0,0
4234,1,0,0,0,0,0,1,1,0,1,3,1,2,3,2,0
1917,0,0,0,1,1,1,1,1,0,1,2,0,0,0,1,0
1828,0,1,0,1,0,0,0,0,0,1,0,2,2,0,2,1
1573,0,1,0,0,1,0,1,1,0,1,0,1,2,0,0,0
4501,1,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1
4208,1,1,0,0,1,0,1,0,0,1,0,2,0,1,1,1
224,1,0,0,1,0,1,1,1,0,1,2,1,2,1,0,0
723,1,0,0,0,1,0,0,0,0,1,1,2,0,1,2,0
4595,0,1,0,1,0,0,1,0,0,1,0,2,2,3,2,0
1141,0,0,0,0,0,1,1,1,0,1,1,0,1,3,3,0
2762,1,0,0,0,0,0,1,0,0,1,3,2,2,1,2,0
846,1,1,0,1,1,0,0,1,0,1,2,3,2,2,2,0
4289,1,0,1,1,1,1,1,0,0,1,0,3,2,0,0,1
2551,1,0,0,0,1,1,1,1,0,1,2,2,2,3,0,1
2928,1,0,0,1,1,1,1,1,0,1,0,2,0,0,1,0
117,0,0,1,1,1,1,0,1,0,1,0,1,2,2,2,1
645,0,0,0,0,0,0,0,1,0,1,0,3,2,0,1,1
3,0,0,0,1,0,1,1,1,0,1,0,0,0,3,3,1
4170,1,1,0,1,1,0,1,0,0,1,2,3,0,1,0,1
467,0,1,0,0,1,1,1,1,0,1,0,0,0,1,3,1
5,1,0,0,1,1,1,0,1,0,1,2,2,0,2,0,1
919,0,0,0,1,1,0,0,1,0,1,2,0,2,0,2,0
2595,0,1,1,0,1,0,1,0,1,1,1,2,2,1,0,1
4324,1,0,0,1,1,0,0,0,0,1,0,0,2,1,2,0
1063,0,0,0,0,1,1,0,1,0,1,0,1,1,1,3,1
2590,1,1,0,1,1,0,1,0,1,1,0,2,2,0,2,1
242,0,1,0,1,1,0,1,1,0,1,3,0,2,0,2,0
1160,1,0,1,1,1,1,0,0,0,1,0,3,2,0,0,0
2870,1,0,0,1,1,0,0,0,0,1,2,0,0,2,3,0
3735,1,1,1,1,1,0,0,0,0,0,2,1,2,0,2,0
2397,1,0,0,1,1,0,0,1,0,1,3,3,2,1,2,1
3517,0,0,0,1,1,0,1,0,1,1,2,2,2,3,0,0
3421,1,1,1,1,1,0,0,0,1,1,0,2,2,0,2,1
2563,1,0,0,1,1,1,0,1,0,0,0,1,2,2,1,0
1605,1,1,1,1,1,0,0,1,0,1,0,2,0,2,1,1
4946,0,0,0,1,1,1,1,0,1,1,2,2,2,3,1,0
2324,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,0
2709,0,0,0,1,0,0,1,0,1,1,2,3,2,1,1,1
4505,1,0,0,1,0,1,1,0,1,1,2,3,2,1,3,0
1312,0,0,0,1,0,0,1,0,0,1,2,3,0,1,3,0
3448,0,0,0,1,1,0,0,1,0,0,3,1,2,2,2,0
3812,0,0,0,0,0,0,1,0,1,1,0,1,2,3,0,0
4769,1,0,0,1,1,0,0,0,0,1,2,1,2,0,2,0
2362,1,1,1,1,1,0,0,1,0,1,2,2,0,2,2,1
1975,0,0,0,1,1,1,1,1,0,1,0,3,2,0,3,1
3514,1,0,0,0,1,0,0,0,0,1,0,1,1,2,3,1
1761,1,1,0,1,1,1,1,0,1,1,0,2,2,1,0,0
2739,1,0,0,1,1,1,1,0,0,1,2,3,2,0,0,0
4773,0,0,0,1,1,1,0,1,0,1,0,2,1,2,1,1
2472,1,0,0,0,1,1,0,1,0,1,2,0,1,0,3,1
4007,0,0,0,1,0,1,0,0,0,1,2,3,0,1,1,0
1493,0,1,0,1,0,0,1,0,0,1,3,2,0,3,0,0
4206,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,1
2158,1,0,0,1,1,0,0,0,0,0,2,3,2,3,2,0
1169,1,0,0,1,0,0,1,1,0,0,3,3,2,1,2,0
4626,0,0,0,1,0,1,1,0,1,1,0,2,0,3,3,0
232,0,1,0,0,1,0,0,1,0,1,2,0,2,2,1,1
66,0,1,0,1,1,0,0,0,1,1,0,3,0,3,1,0
1603,1,0,0,1,1,1,1,1,0,1,2,1,2,3,1,0
3283,0,1,0,1,1,1,0,0,0,1,0,0,0,0,3,1
3596,0,0,1,1,1,0,0,1,0,1,2,2,2,2,0,0
125,1,1,0,0,1,0,0,0,0,1,0,1,2,3,2,0
1296,1,0,0,0,1,0,1,0,1,1,2,2,0,0,1,1
1976,0,0,0,1,1,1,1,1,0,1,2,1,0,1,1,1
4627,0,0,0,1,1,0,1,1,0,1,0,2,2,0,1,0
4591,0,0,0,1,1,1,0,1,0,1,2,3,1,2,3,1
2075,1,1,0,1,1,0,0,0,0,1,0,1,0,2,3,0
3086,0,0,0,1,1,0,0,0,1,1,0,1,0,2,0,1
4719,1,1,1,1,1,1,0,0,0,1,2,3,2,2,0,1
3345,1,1,0,1,0,1,0,0,1,1,2,1,0,2,3,1
4574,0,0,0,1,1,1,1,1,0,1,2,0,2,0,3,0
2797,1,1,0,1,1,0,0,1,0,1,2,2,0,2,1,1
918,0,0,0,1,1,0,1,0,0,1,2,1,2,1,1,1
1646,1,1,0,1,1,0,0,0,1,1,0,1,2,1,2,0
364,1,0,0,1,1,1,0,1,0,1,2,1,1,2,3,1
3287,1,0,0,0,0,0,0,1,0,1,2,1,2,1,1,0
2125,1,0,0,1,1,0,0,0,0,1,3,0,2,3,2,0
4123,1,1,1,1,1,0,0,1,0,1,2,2,0,2,1,1
525,0,0,0,1,1,0,0,0,0,1,0,0,2,0,2,1
55,0,1,0,0,1,0,0,0,0,1,2,3,0,0,0,1
638,0,0,0,0,1,0,1,0,0,1,3,0,2,1,2,1
302,1,0,0,1,1,1,0,1,0,1,3,1,2,2,0,1
2766,1,0,0,1,1,0,0,0,0,1,0,0,2,1,2,0
1276,0,1,1,1,1,0,0,1,0,1,0,1,2,2,2,1
2055,0,0,0,0,1,0,0,0,0,1,3,0,2,3,2,0
3644,0,0,0,1,0,1,1,0,1,1,1,1,2,3,3,0
4143,0,0,0,1,1,0,1,1,0,1,0,3,0,0,1,1
2878,0,0,0,1,1,0,0,1,0,0,2,1,0,2,0,0
4202,0,0,0,1,1,0,1,0,0,1,0,1,2,3,3,0
2286,0,0,0,1,0,1,0,1,0,1,0,2,1,0,3,1
2261,1,0,0,1,1,1,0,1,0,1,2,3,2,3,0,0
2296,0,0,0,1,1,0,0,1,0,1,2,1,2,1,1,1
1753,0,0,0,1,1,0,0,1,0,1,0,3,2,3,1,1
1968,0,0,0,1,0,1,0,1,0,1,0,1,2,0,2,0
4458,0,0,0,1,0,1,1,0,0,1,2,3,0,3,3,1
3117,1,1,0,1,1,0,0,0,0,1,0,1,0,2,1,0
2393,0,1,0,1,1,1,1,1,0,1,0,3,0,0,3,1
523,1,1,0,1,0,1,1,1,0,1,2,3,2,0,2,0
3900,0,1,0,0,1,0,0,1,0,1,3,1,2,2,2,1
3122,1,0,0,1,0,1,1,1,0,1,1,2,1,3,3,0
4156,1,0,0,1,1,0,1,0,0,1,0,3,2,3,2,0
1969,1,1,1,1,1,1,0,1,0,1,0,2,0,2,1,1
671,0,1,1,1,1,1,1,1,0,1,2,0,2,1,1,1
4188,1,1,1,1,1,1,1,0,0,1,2,1,2,1,1,0
666,0,1,1,1,1,1,0,1,0,1,2,0,0,2,1,1
4445,0,0,0,1,1,1,0,0,1,0,0,1,2,0,1,1
1887,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
3266,1,0,1,1,1,0,1,1,0,1,0,3,2,0,3,1
280,0,0,0,0,0,1,1,1,0,1,2,1,1,0,3,0
1719,1,0,0,0,0,0,0,0,1,1,3,1,2,3,2,1
2947,1,0,0,1,0,0,1,0,0,1,2,2,2,1,0,0
899,1,1,0,1,1,1,1,1,0,1,0,1,1,3,3,1
4968,0,0,0,1,0,1,0,0,1,1,0,2,2,3,1,1
760,0,0,0,1,0,0,0,0,0,1,0,2,2,3,2,0
1906,0,0,0,1,1,1,1,0,0,0,2,3,0,1,3,1
4042,1,0,0,1,1,0,0,0,1,1,2,1,2,3,2,0
3823,1,0,0,1,0,0,1,0,0,1,2,1,0,1,3,0
4138,1,0,0,1,0,0,1,0,0,1,2,1,0,0,3,0
3818,0,1,0,1,1,0,0,1,0,1,2,1,2,2,2,0
4300,0,0,0,1,0,0,0,0,0,1,2,0,2,3,2,0
2593,0,0,0,1,1,1,0,0,1,1,2,3,2,0,3,0
4164,1,1,0,1,0,1,1,0,0,1,2,1,2,0,1,0
3031,1,0,0,1,1,1,0,0,0,1,2,1,1,2,3,1
3579,1,0,0,1,1,1,0,1,0,1,0,2,2,3,0,0
2832,0,1,0,1,0,0,1,0,0,1,0,3,2,3,1,1
3472,1,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0
137,1,0,1,1,0,1,0,1,0,1,2,3,2,1,3,0
2180,0,0,0,1,0,0,0,0,1,1,2,0,2,0,2,1
2128,0,0,0,1,1,1,0,0,1,1,2,1,2,3,0,0
3177,1,1,0,1,1,1,1,1,0,1,2,2,2,0,3,1
5028,0,0,1,1,0,1,0,0,0,0,0,3,2,0,0,1
4261,0,0,0,1,1,0,1,0,0,1,2,2,2,1,1,1
4344,0,0,0,1,1,0,1,1,0,1,0,1,0,2,1,1
1331,0,1,0,0,1,0,0,0,1,1,1,2,2,3,0,1
2017,0,0,0,1,1,1,1,0,0,1,2,3,0,1,3,0
2482,1,0,0,1,1,0,1,0,0,1,1,2,2,3,0,0
1358,1,0,0,0,1,0,1,0,1,1,0,2,0,1,1,1
1329,0,1,0,1,1,0,0,0,1,1,0,1,2,1,0,0
2150,1,0,0,1,1,0,0,0,0,0,2,2,2,2,1,0
2122,0,0,0,1,1,1,0,1,0,1,0,0,0,0,3,1
3981,0,0,0,1,1,0,1,0,0,1,0,3,2,3,0,1
1252,0,1,0,1,1,1,1,1,0,1,2,1,2,1,1,0
3278,0,0,0,1,0,0,1,0,0,1,2,2,2,3,3,0
3374,0,1,0,1,1,0,0,0,0,1,3,2,2,0,2,1
2814,1,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0
1848,1,0,0,0,1,0,0,0,0,1,1,2,0,1,3,1
3037,1,0,0,1,0,1,1,1,0,1,2,0,2,0,3,1
388,0,0,0,0,1,1,0,1,0,1,0,0,2,0,2,1
235,1,0,1,1,1,1,1,0,0,1,2,1,1,0,3,1
1077,0,0,0,1,1,0,0,0,1,1,3,3,2,1,2,1
1984,0,0,0,0,0,1,0,0,0,1,1,2,1,1,3,1
4363,0,0,0,1,1,0,0,0,0,1,2,3,2,1,2,0
3962,0,0,0,1,1,1,0,0,0,1,0,1,0,0,3,0
770,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1
2165,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0
673,0,0,0,1,1,1,1,1,0,1,2,3,0,3,1,1
249,1,1,0,0,1,0,0,0,0,1,3,3,2,3,0,0
1574,1,1,0,0,0,0,1,0,0,1,0,2,0,3,0,0
3419,0,0,0,1,1,1,0,0,0,1,2,0,2,0,0,1
2081,0,0,0,0,0,1,0,1,0,1,2,0,2,0,2,1
1823,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,1
716,0,0,0,1,1,1,1,0,1,0,2,3,0,3,3,1
4782,1,0,0,1,1,1,1,0,0,1,2,3,2,0,1,0
2048,1,0,0,1,1,0,1,0,0,1,0,2,0,0,1,1
4178,0,1,0,1,1,0,0,0,0,1,2,2,2,2,1,0
2724,1,0,1,1,0,1,0,1,0,1,1,3,0,3,3,0
4631,1,0,0,1,0,0,0,1,0,1,2,3,2,1,0,0
1460,0,0,0,1,1,0,0,0,0,1,2,1,2,3,2,0
1668,0,1,0,1,1,1,0,1,0,1,0,0,2,0,2,0
2756,0,1,1,1,1,0,0,1,0,1,0,0,0,2,1,1
2000,0,1,1,0,1,0,0,1,0,1,0,2,0,2,1,1
404,0,0,0,1,1,0,0,1,0,1,0,1,2,0,2,1
384,1,0,0,0,1,0,0,0,0,1,0,3,0,3,0,1
4602,0,0,0,1,1,1,0,1,0,1,2,0,2,2,2,0
2152,0,1,0,0,1,0,1,1,0,1,0,1,2,2,1,1
1633,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
4696,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
3925,0,0,0,1,1,0,0,0,1,1,2,0,2,0,2,0
4158,1,1,0,1,1,0,0,0,0,1,3,2,2,3,2,0
223,1,1,0,0,1,0,0,0,1,1,2,2,2,3,0,1
2193,1,0,0,1,0,1,1,0,0,1,0,1,2,0,1,1
3136,1,0,0,0,1,0,0,0,0,1,2,2,0,2,3,1
4469,0,0,1,1,1,1,1,1,0,1,0,3,0,0,3,1
1824,0,0,0,0,1,1,1,0,0,0,2,3,0,0,1,0
4711,1,1,0,0,0,0,1,0,0,1,0,2,0,1,1,0
797,0,1,0,1,1,1,0,0,1,1,2,3,2,3,1,0
2871,0,0,1,1,1,0,0,1,0,0,2,1,2,0,1,1
9,0,1,0,0,1,0,0,0,0,1,2,1,2,3,2,0
1944,1,0,0,0,1,1,1,0,0,1,2,1,0,0,2,0
1838,0,0,1,1,1,0,1,0,0,1,0,3,2,1,3,0
255,0,0,0,1,0,1,1,1,0,1,2,0,0,0,3,0
4485,0,0,0,1,1,0,0,1,0,1,0,0,2,1,2,0
4618,1,0,1,1,1,1,1,1,0,1,2,2,0,3,1,0
1581,0,1,0,1,1,0,0,1,0,1,2,2,2,2,2,1
2956,0,1,0,1,1,1,0,1,0,0,2,1,2,2,2,1
924,0,0,0,1,1,0,0,1,0,1,0,3,0,0,0,0
4538,0,0,0,1,0,1,0,1,0,1,0,0,0,3,3,0
2508,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0
3775,1,0,0,1,1,0,0,0,0,1,2,2,1,0,3,0
4136,0,1,1,1,1,1,0,1,0,1,2,1,0,2,1,0
2779,0,1,1,1,1,0,0,0,0,1,2,3,0,2,1,1
539,1,0,0,1,1,1,1,0,0,1,2,3,0,1,1,0
2745,1,1,0,0,1,1,0,1,0,1,0,1,1,0,3,1
4608,1,0,0,1,0,0,1,0,0,1,0,1,2,1,2,1
4681,1,0,0,1,1,0,1,0,0,1,2,0,2,3,0,0
1145,0,0,0,1,0,0,0,0,0,1,2,1,2,1,2,0
4468,1,0,1,1,1,0,0,0,0,1,2,1,1,2,3,1
667,1,0,1,0,1,0,1,0,0,1,0,2,0,3,3,1
3019,0,0,1,1,0,0,0,0,0,1,0,3,0,3,1,0
357,0,0,0,1,1,0,1,0,0,1,3,1,0,1,3,0
2831,0,1,1,1,1,1,0,1,0,1,2,1,0,2,1,0
2783,0,0,0,1,1,0,0,1,0,1,0,1,2,3,1,0
1353,1,1,0,1,1,0,0,0,0,1,1,2,2,3,0,1
470,1,1,0,1,1,0,0,0,0,1,2,2,2,3,0,1
2703,0,1,0,1,1,0,0,0,0,1,0,2,2,3,2,0
3330,0,0,0,1,0,1,0,0,1,1,0,2,2,3,3,1
3637,0,0,1,1,1,0,1,0,0,1,2,2,2,3,3,0
1396,1,0,0,0,0,0,0,0,0,1,1,2,2,3,2,0
3584,0,0,0,1,1,0,1,0,1,1,2,1,2,0,0,0
4596,1,0,0,1,1,0,1,1,0,0,2,1,2,0,2,0
3376,0,0,0,1,1,0,1,0,0,0,0,3,0,3,3,0
1256,1,0,0,0,1,1,1,0,0,1,2,1,0,1,3,0
3512,0,0,0,1,0,1,0,1,0,1,0,3,1,3,3,1
1250,0,0,0,0,1,1,1,1,0,1,2,1,0,0,3,1
4924,0,0,0,1,0,0,0,0,0,1,3,2,2,3,2,0
4298,1,1,1,1,1,0,0,1,0,1,3,2,2,2,2,1
3284,1,0,0,1,1,0,0,0,1,1,0,2,2,3,2,1
2933,1,0,0,1,1,0,0,0,0,0,2,2,2,3,2,0
4175,1,1,1,0,1,0,0,0,0,1,2,0,0,2,1,0
1852,0,0,0,1,1,0,0,0,0,1,0,1,2,3,2,0
4987,1,0,0,1,1,1,1,0,0,1,2,3,0,1,1,0
2105,1,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0
133,0,0,0,1,0,0,1,0,0,1,2,1,2,0,2,0
928,1,1,1,1,0,0,0,1,0,1,2,2,2,2,2,1
823,1,0,0,1,1,0,0,0,0,1,2,2,1,2,3,0
4653,0,0,0,0,1,1,0,1,0,1,2,1,2,2,0,1
1531,0,0,0,1,0,0,0,0,1,1,0,3,2,3,0,0
1214,1,0,0,1,1,0,1,1,0,1,0,2,0,0,1,1
504,0,0,0,1,1,0,1,0,0,1,2,1,2,1,2,0
4285,1,0,1,1,1,1,1,0,0,1,2,2,0,0,3,0
1996,0,0,0,0,1,0,0,0,0,1,2,1,0,2,3,0
3072,1,1,0,1,1,0,1,0,0,1,2,2,2,3,2,1
1958,1,1,0,0,1,0,1,0,0,1,0,1,2,3,0,0
1384,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1
894,0,0,0,1,1,0,0,0,0,1,3,0,1,1,3,0
455,0,0,0,1,1,1,0,0,0,1,2,0,0,2,3,1
4749,0,0,0,0,1,0,1,1,0,1,2,0,0,1,1,0
3709,1,0,0,0,1,1,0,1,0,0,2,3,2,3,2,0
4730,1,0,0,0,1,0,0,0,0,1,2,1,0,2,3,1
4268,1,0,0,1,0,1,0,1,0,1,2,1,2,2,1,0
3522,0,0,0,1,1,0,0,1,0,1,2,3,2,0,2,1
4134,1,1,0,0,1,0,0,1,0,1,3,1,2,3,2,0
3602,1,1,0,0,1,0,1,0,0,1,0,1,2,3,0,0
713,1,1,0,1,1,0,0,0,0,1,2,1,2,1,2,1
4186,1,0,0,1,1,1,0,1,0,1,2,2,0,2,0,1
2214,0,0,0,0,1,0,1,0,0,1,1,1,0,3,3,1
2923,0,1,1,1,1,1,1,1,0,1,0,0,1,3,3,1
1810,1,0,0,1,1,1,0,1,0,1,2,2,0,2,3,1
3486,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
3141,0,0,0,1,1,0,1,0,1,1,2,3,0,1,3,1
1827,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1
1155,1,0,0,1,1,0,0,0,0,1,2,1,2,1,0,1
1324,1,0,1,1,1,1,0,0,0,1,0,3,0,1,3,0
4312,1,0,0,0,1,0,0,1,0,1,3,2,2,3,0,0
510,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
1680,0,1,1,1,1,0,0,1,0,1,0,1,2,2,2,1
499,1,0,1,1,1,0,0,0,0,1,2,1,0,0,1,1
4722,0,0,0,0,1,1,1,1,0,1,0,3,0,1,3,1
1856,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
1388,1,0,0,1,1,0,1,1,0,1,0,1,0,0,3,0
3719,1,1,0,0,1,0,1,0,0,1,0,3,1,1,1,0
2386,1,1,0,1,1,1,1,0,0,1,2,1,0,0,1,0
3236,0,0,0,1,1,0,1,1,0,1,2,0,0,0,1,1
1540,0,1,0,0,0,0,1,0,1,1,1,2,2,3,1,0
1217,0,0,0,1,1,1,0,1,0,1,2,2,0,2,3,1
2681,0,0,0,0,1,1,0,0,1,1,2,1,0,2,0,0
2993,1,0,0,1,1,1,0,0,0,1,0,2,1,2,3,1
1191,1,0,0,1,1,1,1,1,0,1,2,1,2,0,3,0
1542,1,1,0,1,0,0,0,1,0,0,2,1,2,0,0,0
3301,0,0,0,1,1,0,0,0,0,1,0,3,2,2,0,1
3324,1,0,0,0,1,0,0,0,0,1,1,2,2,3,2,0
2539,1,0,0,0,0,1,1,0,1,1,2,2,2,3,3,0
953,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0
4330,1,1,1,0,1,1,0,1,0,1,2,0,0,2,0,0
732,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1
1156,0,0,1,1,1,1,0,1,0,1,0,2,0,3,3,1
3294,0,0,0,1,0,0,1,0,1,1,0,1,2,3,2,0
2982,1,0,0,1,0,0,0,0,0,1,2,3,0,3,0,1
2156,1,1,1,1,1,0,1,1,0,1,0,2,0,2,3,1
1062,0,0,0,0,0,1,1,1,0,1,0,3,0,1,3,1
2616,1,0,0,0,1,1,0,0,1,0,2,0,2,3,0,0
1167,0,0,1,0,1,1,0,1,0,1,2,0,0,0,1,1
3222,0,0,1,1,1,1,0,1,0,1,2,0,0,2,1,0
3636,1,0,0,1,1,1,0,1,0,1,2,2,0,2,0,1
2938,0,1,1,1,1,0,0,0,0,1,0,1,2,0,0,1
4491,1,0,0,1,0,1,1,1,0,1,2,1,0,0,1,0
3140,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
143,0,1,0,0,1,0,1,0,0,1,1,2,0,3,3,0
3577,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0
2782,0,0,0,1,1,1,1,1,0,1,1,1,0,1,3,1
717,1,1,1,1,1,0,0,0,0,1,2,1,2,0,2,0
1819,1,0,1,1,1,0,1,0,0,1,2,1,2,0,1,0
2502,0,0,1,0,1,1,0,0,0,1,3,1,0,2,2,0
4360,1,0,0,1,0,1,0,1,0,1,2,0,0,3,3,0
4171,0,0,0,0,1,1,1,0,0,1,2,0,2,1,1,0
395,1,0,1,1,0,1,0,0,0,1,0,3,0,1,3,1
4954,0,0,0,0,0,0,1,0,0,1,2,3,2,1,1,0
4492,1,0,0,1,1,1,0,0,1,1,2,2,2,0,1,0
1365,1,0,0,0,0,1,1,0,0,1,1,2,2,3,0,1
4668,0,1,0,1,1,0,0,1,0,1,2,1,1,2,1,0
595,1,0,0,1,1,0,0,1,0,1,2,2,2,2,0,0
3952,1,0,1,1,1,1,0,1,0,1,3,0,1,0,1,0
2914,0,0,0,1,1,1,0,1,0,1,2,0,0,2,0,1
2326,0,0,0,1,1,0,1,0,0,1,2,0,0,2,3,0
3766,0,1,0,1,1,0,0,0,0,1,0,3,2,3,2,0
3440,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1
3851,0,0,0,1,1,1,0,0,0,1,2,3,0,1,1,0
4132,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,1
4701,0,0,0,0,0,1,0,1,0,1,2,0,2,0,2,1
2143,1,0,0,1,0,1,1,1,0,1,2,2,0,1,3,0
1571,1,0,0,0,1,1,1,0,0,1,0,1,0,1,3,1
4079,1,0,0,1,0,1,1,0,0,1,2,1,2,0,1,0
1122,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0
2786,1,1,1,1,1,0,0,0,0,1,2,1,0,2,1,1
2967,1,0,1,0,1,1,0,0,0,0,3,2,2,1,2,0
2504,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
3465,1,0,1,1,0,1,0,0,1,1,2,3,2,1,0,0
675,1,1,0,1,1,0,0,1,0,1,0,3,0,0,3,1
2808,0,0,0,0,1,1,0,1,0,1,0,2,0,0,1,1
3348,1,0,0,1,0,0,1,0,0,1,0,1,2,3,0,0
728,0,0,0,0,0,0,1,0,0,1,0,3,2,3,0,0
412,0,0,0,1,1,0,0,0,0,1,3,2,2,1,2,1
3146,0,0,0,0,1,1,1,1,0,1,3,3,2,1,2,0
1516,1,0,0,1,1,1,1,1,0,1,0,1,2,0,1,0
825,0,0,1,1,0,1,1,1,0,1,0,0,1,1,3,1
3267,0,0,1,1,1,1,1,1,0,1,0,0,2,1,0,0
3974,0,0,0,1,1,1,0,0,0,1,0,0,2,1,0,0
616,1,1,0,1,1,0,0,1,0,1,1,1,2,3,0,0
114,1,0,0,1,0,1,1,0,1,1,2,1,2,1,1,0
417,1,0,0,1,1,1,1,0,0,1,2,3,2,0,1,0
3069,1,1,0,1,1,1,0,1,0,1,2,1,2,2,0,0
1625,0,0,1,1,1,1,1,1,0,1,1,1,0,1,3,1
5069,0,0,0,1,1,0,1,0,0,1,2,3,2,0,3,0
4185,0,0,0,1,1,1,1,1,0,1,0,0,1,0,3,1
2896,0,0,0,0,1,0,0,0,0,1,0,3,2,0,2,0
4785,1,1,0,1,1,1,1,0,0,1,0,2,2,1,1,1
2082,0,1,1,1,0,1,1,0,1,1,0,1,0,0,3,1
753,0,0,0,1,1,1,0,0,0,1,2,2,0,1,1,0
2546,1,0,0,1,1,0,1,0,0,1,2,3,2,3,3,0
3969,0,0,0,1,1,0,0,0,0,0,2,3,2,0,2,0
3373,1,1,1,1,0,1,0,0,1,1,2,2,0,1,3,1
4107,1,0,0,1,1,1,1,1,0,0,2,3,0,1,3,0
2444,1,1,0,1,0,0,1,0,1,1,2,3,2,3,0,0
4380,1,1,1,1,0,0,1,0,0,1,3,1,2,0,2,1
1066,0,1,0,1,1,0,0,0,1,1,0,1,2,3,0,0
3913,1,1,1,1,1,0,1,0,0,1,2,3,0,2,1,0
3498,1,1,0,1,1,0,0,0,0,1,1,2,0,3,1,1
2738,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0
4000,0,1,0,1,1,0,1,1,0,1,2,2,2,2,2,0
1568,0,1,1,0,1,0,0,0,0,1,0,1,1,2,3,1
2427,1,0,0,1,1,1,0,1,0,1,2,0,0,0,1,0
3746,0,0,1,1,1,0,0,0,0,1,2,1,0,0,3,0
4761,1,1,0,1,0,0,0,0,0,1,2,1,2,3,0,0
1687,1,0,0,0,1,1,1,0,0,1,0,1,0,1,3,1
851,1,1,0,0,1,0,1,0,1,1,1,2,2,3,2,1
3546,1,0,0,0,1,0,0,0,0,0,2,1,2,2,0,0
895,1,0,0,1,0,0,1,0,0,1,2,1,0,3,0,1
4592,1,1,0,0,1,0,0,1,0,1,3,1,2,3,2,0
335,0,0,0,1,1,0,1,1,0,1,2,3,2,2,2,0
2839,0,1,0,1,0,0,0,0,0,1,0,2,0,3,1,1
3087,0,0,0,1,1,1,1,1,0,1,0,0,1,0,3,1
4611,0,0,0,1,0,1,1,1,0,1,2,3,2,3,0,0
1348,0,0,0,0,1,1,0,1,0,1,2,1,2,0,2,0
1015,1,1,0,0,1,0,0,0,0,1,1,2,2,3,3,0
2816,0,1,0,1,1,0,0,0,0,1,0,3,2,3,2,0
1631,1,0,0,1,1,0,1,0,0,1,2,2,2,1,0,0
2489,1,0,0,0,1,0,0,1,0,1,2,3,2,0,1,0
3730,1,0,0,1,1,0,0,0,0,1,2,3,0,2,0,1
3251,1,0,1,0,1,1,1,1,0,1,1,2,0,3,3,1
4746,0,0,0,1,0,0,1,0,0,1,1,2,0,3,3,1
2070,0,1,1,1,1,1,0,1,0,1,3,1,0,2,1,0
4452,1,0,0,1,1,0,1,0,0,1,2,1,2,0,1,0
5001,0,0,0,1,0,1,1,0,0,0,2,3,2,1,3,0
1635,0,0,0,1,1,1,0,0,1,1,0,2,0,0,3,0
4646,1,0,0,1,0,0,1,0,0,1,0,1,1,1,3,0
2479,1,0,0,1,1,0,0,0,0,1,3,1,2,2,2,1
2265,1,0,0,0,1,0,0,0,0,1,2,1,0,2,0,1
2959,1,0,1,1,1,0,0,1,0,1,2,1,2,2,0,0
4848,0,0,0,1,0,1,0,0,1,1,2,2,0,1,3,0
